Filename: 2019-01-18 Rotation Phospho-flow Exp BAD Unstim_01_0_CD45_viSNE_UMAP_FlowSOM.fcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event #,Time,Event_length,75As,89Y_CD45,103Rh_Rh,138Ba_barium,139La,140Ce,141Pr,142Ce_CD19,143Nd,144Nd_p-PLCy2,145Nd_CD4 (v),146Nd_CD8a (v),147Sm_p-STAT5,148Sm_CD14,149Sm,150Sm,151Eu,152Sm,153Eu_p-STAT1,154Gd,155Gd,156Gd,157Gd,158Gd_p-STAT3,159Tb,160Dy,161Dy,162Dy,163Dy,164Dy,165Ho,166Er,167Er,168Er,169Tm,170Yb_CD3,171Yb,172Yb,173Yb,174Yb_HLA-DR (v),175Lu_p-STAT6,176Lu,190BCKG,191Ir_Ir,193Ir_Ir,194Pt,195Pt,209Bi_CD16 (v),Center,Offset,Width,Residual,tSNE1,tSNE2,UMAP1,UMAP2,cluster
6253,528971.125,18,0,529.5452881,0,68.92159271,1.008201957,0.938893855,0,0,0,0,79.62677002,2.953271151,0.879902422,0,0,0,0,0,0,0,0,0,0,7.856393814,0,0,4.281416416,0,0,0,0,0,0,0.652722001,0,245.11026,0,0.749302924,0,0,0.418681711,0.415907741,1.025687933,1557.540894,2887.36377,21.08467674,4.581594944,0,615.3469849,93.12400055,51.18199921,116.7630005,-19.47794914,-65.35009003,-7.82820797,5.333290577,7
6254,529198.5625,19,0,497.043457,0.323952079,57.71359253,0.863592803,0,0.871565759,1.502885461,0,12.75168896,10.97398758,0,1.057766676,223.4578094,3.298001289,0,0,0,6.500020504,1.663817644,0,0,0,3.870744467,0,0,0.886057019,0,0,1.996900797,0,0,0,0,0,0.589695334,0.267357379,0,0,76.81236267,0.024111919,0.393190771,2.595140219,2570.47168,4765.501953,55.14369583,6.702066898,0,687.9650269,95.48200226,53.90599823,82.05000305,-38.18756104,53.04899597,7.189558983,4.444386959,2
6255,529245.3125,22,0,509.415741,0,70.96327209,0,0,1.498902082,0.369569182,0.36664772,4.079716682,15.12768745,2.568217516,2.601979494,300.3897705,2.697029352,0.87825197,1.027588487,0,6.896812916,0,0,0,0,0.767361701,2.023941517,0,0,0,0,3.276576996,0,0,0,0,0,0,0,0,3.14908886,80.22701263,0,0,0.430128425,2267.940674,4019.692383,60.62595367,10.58484936,0.145500824,788.3699951,100.0950012,65.40699768,89.08399963,-37.08307266,45.61088943,7.122528076,4.945048809,2
6256,529462.1875,17,0,576.9504395,0,93.9041214,0.380646467,0.059332184,0,0,0,1.728797317,118.1201706,0.263317734,1.680182338,2.002152681,0,0,0,0,2.288178682,0,0,0.404915869,0,0.449726105,0,0,1.530155897,0.977793813,0,0,0,1.055481195,1.347687483,4.565917969,0,233.7778015,2.217652798,0.619600415,0,0,0,0,6.570272446,1595.862793,3114.607666,30.38380051,8.440390587,0,548.4899902,85.45800018,43.91899872,106.8040009,-12.21126366,-122.556488,-6.742475986,5.3923769,7
6257,529482.75,24,0,460.9816284,0,67.73793793,0.926827371,0.05335927,0,0,0,0.818599761,3.902714252,11.08744049,3.56055212,0,0,0,0,0,0,0,0,0,0.934783757,5.077533245,0,0,0,0,0,2.595929146,0,0,0,0.163546145,0,128.7164001,0,0,0.861597359,3.018067598,0.721441627,0,0,1335.262573,2474.757813,22.33983421,8.131473541,0,893.901001,107.4749985,75.98300171,83.08000183,3.00607419,11.70630932,-0.27190426,-9.362293243,9
6258,529489.8125,27,0,597.6796875,0,97.63117218,0,0,0,1.858225465,1.738130331,2.239911795,100.6983109,8.344862938,3.484889507,0,0,0,0,0,0.401434809,0,0,0,0,0,0,0,0,0,0,0,0,0,2.050698519,0.444554269,0.107678398,240.115509,2.51952672,0.861529529,0,0.584562838,4.928798199,0,2.71878624,1860.869629,3075.425293,38.88866806,13.05101109,0,939.5570068,95.86399841,76.60099792,99.96199799,-15.92649651,-24.75241661,-8.834834099,2.970351696,7
6259,529826.3125,20,0,254.2159119,0,61.82860947,0,0,0,0,0,0.058514077,0,0,2.832290649,0.440308124,0,0,0,0,0,0,0,0,0,0,0,0,1.440467954,0,0,0,0,0,0,0.061815277,0,0,0,0,0,0,0,0,0.569872916,1564.675659,2845.835205,29.61020279,6.868350983,45.50183487,706.1630249,94.72200012,56.20899963,82.20400238,77.54814911,76.0966568,8.357587814,-3.578473568,4
6260,529923.25,20,0,108.8383255,0,94.20018005,0,1.911094666,0.820525885,0,0,3.49543643,35.46445465,4.943791866,4.91052103,0.61211133,0,0,0,0,3.046473742,0,0,0,0,3.935681581,0,0,0.534398973,1.340248108,0,0,0,0,0,0,0,0,0,0,0,92.1945343,4.281550884,0,0,2314.167969,4083.850098,31.65237808,5.901441574,0.77124542,785.4030151,106.1299973,62.55099869,76.58100128,-44.91129684,62.38249969,3.42647934,2.540058613,6
6261,530463.0625,21,0,421.8251648,0.349706382,53.61116409,0,0,0,147.7850952,0,0.892089009,0,0,0,1.388894916,0,0,0.1087837,0,2.117520571,0,0,0,0,1.527796745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.41557312,4.95359993,0.788635612,4.643511295,1659.557861,3104.008301,32.51991653,4.093950272,3.991468668,825.5250244,96.90799713,60.00899887,80.71499634,-56.85113907,3.462255716,11.86265278,8.304375648,1
6262,530490.375,22,0,382.5144348,0,41.82462311,3.889295578,0.175749004,0,0,0,4.29103756,67.65737152,0,1.310974836,3.473558426,0,0,0,0,1.600309849,0,0,0,0,7.205104828,0,0,1.760490656,0,0,0,0,0,0,2.056652308,0,169.5163422,0.079054005,0,0.572820783,0,1.945912004,0,0,1396.595337,2592.611084,27.77651596,12.67269421,0,792.2160034,89.81300354,58.45700073,96.09200287,142.8413086,-7.292101383,-5.31842041,4.516819477,7
6263,530501.9375,18,0,533.5627441,0,70.18552399,0,0,0,0,0.342715591,0,120.4620056,4.301684856,0,0.285721302,0,0.207854778,0,0.165453687,1.198995829,0,0,0,0,0,0,0,6.942331791,0,0,0.177589789,0,1.149245024,0,1.273452282,0.694952607,259.4188843,1.128231287,0,0,0.227411732,0,0,0.170855671,1683.228271,3342.399658,41.81798935,5.02366066,0,639.8690186,82.98000336,44.43099976,100.8010025,-17.33086395,-55.9559288,-8.998500824,4.36429739,7
6264,530643.375,23,0,444.1062622,0,48.81687546,0,0,0,0,0.89198643,1.907275796,63.99803925,0.468659937,1.241111875,0,0,0,0,0,8.355470657,0,0,0,0,0,0,0,5.349452972,0,0.97916472,0.860040545,0.661656141,0.001009216,0.060880858,3.03293395,0,305.433075,1.328309178,0,0.333006054,0,0.441966414,0,2.920721292,1512.619019,2892.988281,25.22092628,9.743124008,0,745.0869751,95.29100037,66.16600037,113.2170029,125.7229004,-0.753559649,-6.537566185,6.775947094,7
6265,530692.3125,15,0,69.24836731,0,73.66590118,1.903031111,1.091770411,0,0,0,1.9992764,0,0,2.644326448,0.525456548,0,0,0,0,0,0,0,0,0,0,0,3.023910046,0,0,0,0.658848286,0,0,0,0,0,0.578084648,0,0,0,0,1.049719095,0,1.780092835,1784.169556,3164.564453,39.83964157,2.630446672,191.6756439,571.3859863,107.262001,47.34799957,39.33100128,-1.903453708,133.53508,9.117109299,-6.444300175,4
6266,531052.625,19,0,418.7781372,0,64.36937714,0,0,0,0,0.039330363,0.272350013,88.03085327,6.87560606,2.977749586,0.228284881,0.792345285,0.668486059,0,0,2.982013702,0,0,0,0,0.779784083,0,0,1.132469773,0,0,0.690303445,0,0,1.811439633,1.201442361,0.105410941,93.49575806,1.999528766,0.65578264,0,1.989462972,2.284054041,0,0.593756258,1584.837646,2787.768311,18.04475594,6.846530437,0.802325726,675.0410156,100.1320038,56.74100113,83.31700134,18.69029236,-49.75583267,-6.180208683,1.118585467,7
6267,531080.9375,24,0,705.4776001,0,97.69836426,0.469112337,0,0.707117021,395.2931519,2.935398817,1.635632277,0,0,0.150242388,6.430144787,0,0,0,0,5.867951393,0,0,0,0,5.792848587,0,0,0,0,0,0,0,0,0,0,0.767001152,1.178238988,0.996558428,0,1.928198814,1176.895142,13.87606907,4.697434902,1.212318778,2587.445068,4646.365234,58.25949478,10.45440674,2.395090342,836.7979736,79.86399841,55.11299896,80.8259964,-83.66143036,69.10713959,10.28677654,10.47807884,1
6268,531111.4375,19,0,229.0782318,0,61.80559921,2.63578701,4.361052513,0,0,0,9.897531509,6.474651814,8.577183723,7.989030838,393.7417603,0,0,0,0,0.311499655,0,0,0,0,0.410321712,0,0,0,0,0,7.38266325,1.066923261,0,0,0,0,7.058645248,0,0,0,164.1959229,0,0.783124864,2.410436869,2330.198242,4185.586914,41.20441818,10.79424953,0,697.5410156,77.76899719,43.72600174,114.1940002,-54.2343483,38.95400238,6.551980019,4.881081581,2
6269,531195.875,20,0,371.8652039,0,64.72412109,0,0,0,0,0,0.600317955,70.37792969,2.690462351,7.189658165,0.60940361,0,0.04975706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01706779,0.595005155,0,102.8594284,0,0,0,0,0,0.692696154,4.784687042,1647.755981,3078.923096,40.4847908,5.837956905,0,716.5599976,105.2050018,62.61800003,83.15399933,68.84228516,-61.34199142,-4.788380623,2.369421721,7
6270,531264.8125,18,0,629.8421021,3.523448467,61.92498779,0,0,0,0,0.130558327,10.85066986,5.259499073,15.23111534,3.395209789,493.6842651,1.755282998,3.074790955,0,0,7.879449844,0,0,0,0.048191883,2.429939985,0,0,0,0,0,11.95840645,0,0,0,0,0,3.292321682,0,0,0,119.1332092,0.156356409,0,1.199538708,2823.07959,4999.846191,48.1540947,10.63214207,5.840915203,596.5560303,82.36000061,43.08499908,59.97299957,-52.17885208,38.27151108,6.851201534,5.049685001,2
6271,531280.6875,20,0,337.4588318,0,50.88674927,0,0,0,134.6714325,0,5.411218643,2.176841021,0.108823687,0,0,0,0,0,0,0.333330303,0,0,0,0,6.279300213,0,0,0,0,0,0,0,2.086269855,0,0,0,0.565845251,1.370020986,0,0,255.9717255,2.237722874,0.301662654,0,1443.684692,2424.257813,30.13855362,4.864638329,0.748084009,719.8109741,107.2030029,63.80899811,84.45600128,-105.5197296,28.61764336,10.73920536,9.473278046,1
6272,531331.5,26,0,541.0127563,0,41.14738083,0,0,0,0,0,1.907177925,6.393687725,375.9174194,2.370794535,2.053423405,0.801664233,0,0,0,3.090300798,0,0,0,0,0,0,0,0,2.156707525,0,0.349081665,0.157374337,6.770305634,1.73831749,5.340914249,0.01950084,209.9229889,2.122345686,0,0,0,0.580112875,0,1.41266942,1519.562744,2879.11792,43.70377731,3.24422574,0,923.46698,94.21700287,73.36799622,125.5859985,-44.18665314,-39.26742172,-3.016741991,-11.69649887,9
6273,531354.1875,18,0,192.824646,1.661167026,77.15397644,0.037676018,4.126295567,0,3.617485285,0.283288628,1.440343976,7.040152073,6.520489216,11.26079464,547.8599243,3.335924149,6.270365238,0.48591879,0.688947797,2.223900795,0,0,0,0,0,0,0,0,0,0,26.78800583,0,0,0,0,0,0.962116241,0,0,0,34.09072495,4.076670647,0,3.330231428,2635.882324,4622.125977,63.62521744,9.082979202,0.553179145,654.2150269,90.375,47.89899826,66.04499817,-23.89574242,34.72052765,7.763429642,4.115611076,2
6274,531388.375,16,0,494.105011,0,64.51947021,0,0,0,0,0,0,74.20032501,0.92939508,0,0,0,0,0,0,0,0,0,0,0,0.956992209,0,0,1.621329904,0,0,0,0,0.267651558,0,4.164143562,0,199.4133606,1.659348607,0.975935459,1.992413402,0,0.295945674,0.669565558,2.106545687,1420.428711,2542.48999,41.34780121,4.096790314,0.278904229,560.3850098,95.01599884,46.75999832,114.9779968,93.91072845,-43.45406342,-5.279569626,5.791083336,7
6275,531465.6875,19,0,260.0611267,0.248299643,55.53275299,0,2.496465683,0,0,0,2.681901217,0,0,1.538083196,2.26077199,0,0,0,0,0,0,0,0,0,5.081458569,2.251409054,0,0,0,0,0,0,0,0,0,0,0.174146727,0,0,0,0.045377571,0,0,1.325483561,1616.168335,2915.206055,44.66366577,9.353497505,43.96989059,691.9210205,98.09899902,55.09899902,68.62400055,79.983284,74.95116425,7.936586857,-4.239084244,4
6276,531509.125,18,0,623.6925659,0,49.62856674,0,0,0,0,0,10.90778351,98.83441162,1.08221817,1.504622221,0,0,0,0,0,1.089365125,0,0,0,0,0,0,0,4.346179008,0,0,0,0,0,0,2.134747982,0,147.8161774,0,0.482234687,0,2.138903141,0.180492774,0.443835586,0.4282327,1491.463501,2839.344727,29.31071663,7.736392498,0,647.8040161,85.14499664,45.73799896,100.7229996,42.46230316,-79.64334869,-5.234234333,3.956130743,7
6277,531591.8125,17,0,719.90802,0,76.54305267,3.088791132,0,0,4.650414467,2.256780863,5.37391758,163.7035065,0.024186272,2.362272739,0,0,0,0,0,0.485923022,0,0,0,0,0.983459115,0,0.440314472,4.620379925,0,0,0,0,2.041146994,6.744364738,3.228440285,1.87494576,544.2521362,3.095911741,1.045066237,0,0,1.14380002,0.704962611,1.998057008,1682.537598,3081.352295,30.31824684,1.749128461,0,534.2999878,78.07700348,40.04299927,120.9079971,-22.41285324,-121.8968964,-8.090648651,5.796679497,7
6278,531612.125,20,0,567.7296143,0,60.09598541,0.881640255,0,0,0,0,0.8322348,72.9744339,0,0,3.285117149,0,0,0,0,1.116828203,0,0,0,0,0.003582946,0,0,0.688963354,0,0,0,0,0,1.91481638,2.039681435,0,144.5553894,0,0,0,0,0.303219229,0,1.987637401,1570.515503,2768.226318,31.67103195,4.03036499,0.648564696,711.3590088,88.88400269,52.4640007,83.54699707,123.7980728,-16.91944313,-5.125411987,3.902576685,7
6279,531984.875,21,0,546.6435547,0.581217766,82.45652008,0,0,0,0.114138417,2.478458643,0,0.4379628,422.8757324,2.849941015,2.434733629,0.379860371,0,0.689545989,0,0.385534137,0.520723999,0,0,0,3.191799164,0,0,0,2.777436018,0,0.78465575,0,0,0,0,0,173.5921936,0.29086262,0.710169494,0,0,2.295674086,0,3.10025382,1674.744995,3114.599365,23.81431007,10.21868896,0.34589088,776.3959961,95.59500122,60.57600021,119.4069977,-66.29955292,-79.24100494,-2.574783325,-12.7810545,9
6280,532016.75,20,0,426.2163086,0,48.15162659,1.288211346,0,0,0,0,1.173156381,0,323.4169617,0.980984032,0.121407889,0,0,0,0,5.789377689,2.160065174,0,0,0,2.035418749,0,0.861034453,0,8.213440895,0,0,0,0,1.124483585,1.52913177,0,105.8728027,0.773211002,0,0,0,0.564163387,0,0,1311.810913,2491.760986,25.54098129,5.506000042,0,739.8259888,95.97299957,57.01900101,87.78199768,-111.1632462,-50.47794342,-0.939660847,-13.25418568,9
6281,532182.8125,17,0,150.6594086,0,50.48608398,0.592077374,0,0,0,0,1.595615625,0,38.7052269,0.398649246,0,0,0,0,0,4.587028503,0,2.973406553,0,0,3.353992224,0.412288398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255745769,0,0,0.988045335,1703.684326,3195.657715,28.11102676,11.30800629,28.81822586,642.9030151,93.21499634,46.87799835,67.91500092,0.658292294,81.17003632,4.941344261,-7.082816601,4
6282,532256.6875,22,0,377.609314,1.856379628,42.81324005,0,0.671758235,0,0,0,1.877341747,4.348276615,1.249288797,5.443509579,146.2344818,0,0,0,1.096904874,0,0,0,0.82208401,0,2.775548935,0,0,0,0,0,0.25824374,0,0,0,0,0,0,0,0,0,20.07397461,4.932860851,1.0037992,6.699061394,2016.555176,3746.459229,32.51558685,6.324760914,3.145143509,797.7630005,102.0299988,66.74299622,92.34400177,-24.06890678,23.14613914,8.11063385,2.81610775,2
6283,532390.5,24,0,526.347229,0,45.81803894,0,0,0,0.645361841,0,0,71.14093781,6.842677116,0.888070703,5.024877071,0,0,0,0,2.765013695,0,0,0,0,1.682554722,0,0,3.249415636,0,0,0,0,1.140410781,0.626593709,4.067371845,0,197.2668457,1.079463601,0,0.295470327,4.518785954,2.572679281,0.085252933,2.588677883,1969.188965,3330.375,39.33745956,10.8529768,0,872.1680298,102.2369995,72.41100311,82.41699982,42.31840515,-18.99486923,-7.472371101,2.882035971,7
6284,532402.1875,22,0,410.6029663,0,62.47778702,0,0,0,0,0,2.28552103,59.96346283,1.714580178,2.067639112,1.256055355,0,0,0,1.854239702,3.605194092,0,0.928911924,0,0,1.315477967,0,2.442247391,1.373189449,0,0,0,0,0,0,1.485326648,0,92.78009796,0,0,0,0,0.547347367,1.858982325,2.932909012,1653.128784,2871.297607,38.06034851,8.803715706,0,809.6300049,96.62000275,63.09000015,93.88700104,91.26984406,-22.1093483,-4.294938564,2.47872448,7
6285,532690.1875,20,0,565.0681763,0,66.73235321,0.092724979,0,0,1.151624799,0,3.128197432,60.20003891,6.551548481,4.697461605,0,0,0,0,0,0,0,0,0,0,0,0,0.125738487,5.838754177,2.16283536,0,0.557670236,0,2.104179859,0.453713506,2.526577234,0,361.530426,4.966972351,0.088675395,0,1.74210155,0.696672618,0,1.153361559,1700.834839,3032.908447,44.97697067,5.239850998,0,673.447998,100.8820038,60.41500092,85.36599731,32.64884186,-23.83356667,-8.930875778,3.971496344,7
6286,532777.5,22,0,392.8041687,0,47.53422165,0.029581608,0,0,0,0,3.269677162,49.21523666,5.417520523,3.105566502,0,0,0,0,0,0,0,0.285118043,0,0,0,0,0,4.791029453,0,0,0,0,0,2.619291782,4.019636154,0,232.6105042,0,0,0,2.057369709,8.247822762,0,2.637031317,1372.522705,2656.168457,31.95623589,10.70027065,1.23030746,841.4869995,99.98000336,65.80200195,111.2249985,38.501194,-26.85963821,-7.561697006,3.238819122,7
6287,532844,21,0,976.9710083,0,118.4731598,0.138523564,0.875034392,0.808579326,0,0.841777503,0,138.0081482,9.334740639,1.604626656,12.15558052,0,3.051249027,0.45480144,0,0,0,0,0,0,1.750040054,0,0,2.4418993,0,0,4.344222546,0,0,0.372038275,4.138718128,0,319.2438354,3.139089108,0,2.353928566,5.369268417,3.89194417,0,2.395477295,3257.930664,5936.79834,44.5787468,15.76315689,0,816.5059814,90.94799805,56.14300156,80.19300079,24.7068367,-53.01361084,-7.567899704,3.291553974,7
6288,532883.75,21,0,462.760437,0,51.70606995,0,0,3.277147532,0,0,0,64.50327301,5.393119335,0,2.221848011,0,0,0.988182306,0,5.256727695,0,0,0,0,1.747005463,0,0,5.451855183,2.017182827,0,0,0,0.024449579,1.365874052,1.33125782,0,249.7681427,3.491169453,0.415034086,0,3.315014839,0,0,0.941500366,1686.367798,3034.78833,36.77057266,4.989608288,0,790.335022,99.35900116,62.5,107.6210022,41.62466812,-22.35225487,-7.732666969,3.690191269,7
6289,532889,21,0,568.4064331,0,64.97322083,0,0,0.09765432,0,0,5.970792294,2.290441275,396.6278381,0,2.534430504,0,0,0,0,3.255615234,0,0,0,0,0,0,0,0,9.901648521,0,0,0,0.314180732,0,1.781460524,0,255.664978,0.288905621,0.731865764,0,3.568950891,0.101168416,0,1.893256664,1827.434937,3164.518799,49.32977676,7.312778473,0,722.1680298,93.81999969,58.9640007,101.3889999,-63.01642609,-38.7454834,-2.724001884,-12.40703869,9
6290,532917.125,18,0,677.0253296,0,92.51953888,0,0,0,2.163292885,0,8.212454796,0,457.0970154,8.269623756,0,0,0,0.091031387,0,0.76632607,0,0,0,0,0.074378751,0,0,0,5.848432541,0,0,0,2.912054062,2.003184557,0,0,120.2181549,0.16980508,0,0,0,0.967127383,0,0,1815.899414,3511.90625,29.97984505,7.829522133,0.603796363,629.2470093,82.82099915,45.68399811,135.1210022,-63.37355804,-77.15922546,-1.413996696,-12.91528034,9
6291,532931.1875,29,0,250.0697327,0.424861312,57.81328583,0.776235938,2.594234228,0,0,0,8.070000648,0.383893132,298.3006592,3.977929115,0,0,0,0,0,3.179018497,0,0,0,0,0.337136894,0,0.304901481,0,3.747184277,0,0,0,0,0,4.607530594,0,51.99882507,0.285566181,0,0,0,1.385430574,0,7.348351002,1496.868286,2876.5896,37.11719894,6.0076828,0,1076.93396,99.26300049,84.41300201,88.19999695,-117.622612,-30.52441978,0.153211668,-11.70219898,9
6292,532974.9375,18,0,539.463562,0,68.65549469,4.756596088,0,0,0,0,0.199899778,2.660616636,396.6748047,7.128632069,3.438499212,0,0.271931052,0,0,1.902452469,0,0,0,0.142852232,0,0.991125882,0,0,14.05388451,0,0.671597779,0,0,0.800566375,0.959822714,0,165.3128815,1.567182422,0,0,0.697055995,3.007409573,0,1.553100824,1556.873291,3007.205078,41.22900009,2.175405741,1.088270664,579.242981,89.41600037,48.32699966,94.17199707,-60.57604599,-51.53941345,-2.602436781,-12.1406641,9
6293,533014.6875,19,0,430.318512,0,55.23098373,0,0,0,0,0,0,91.6756897,0,1.144588709,0,0.662060559,0,0,0,0.98386848,0,0,0,0,0,0,0,0.569048703,0,0,0,0,0,0,2.816617012,0,252.1067657,3.17686677,0.280683786,0,0.551890016,0,0,1.394342542,1557.681274,2796.926025,19.23702049,12.06473255,1.610729933,646.4169922,88.31400299,51.65599823,136.4889984,32.19511032,-96.96937561,-6.214102745,6.286134243,7
6294,533128.1875,18,0,298.6149292,0,73.06803131,0,5.520776272,0,0,0,2.146726608,4.974217892,1.784932375,1.88068521,214.6634979,0,0.984911084,0,0,3.908517838,0,0,0,0,1.326318383,0,0,0,0,0,0.264394492,0,0,0,0,0,0.72721374,0,2.724887848,1.36658895,55.80709457,1.531509757,0,5.673371315,2374.583008,4644.269043,52.0679245,11.055233,1.816695571,690.7849731,102.6930008,54.91400146,80.05000305,-42.64048386,21.980196,7.107944965,3.733557701,2
6295,533245.5,17,0,103.8014526,0,102.603447,2.162447929,0,0.958496749,1.7040447,0.616049707,9.365008354,9.711504936,8.741746902,5.427557468,299.4085388,0,2.787715673,0.113344319,1.935490251,7.502317429,1.616446853,0,0,0,0.967383921,0,0,0,0.302241296,0,16.51945305,0,0,0,0,0,0,0,0,0,10.64232635,1.400529504,0,2.412071228,2517.62207,4342.580078,37.15674973,10.11458683,0,640.9619751,90.62000275,45.21500015,53.43399811,-12.52474785,32.34832764,8.725111008,2.921720505,2
6296,533373.125,17,0,61.10144043,0,85.95121765,6.223716259,0,0,1.528745294,0,3.424561024,0,0,3.135650873,4.643343449,0.548363984,0,0,0,7.401661873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766718805,0,0,0.425054699,2591.896729,4504.617188,59.61038589,12.97479153,1.842890382,679.1290283,91.1989975,45.61299896,60.78900146,22.24082565,42.30897903,3.806017876,-2.661735296,4
6297,533623.5625,26,0,452.8955383,0.543549836,44.27158356,0,3.537312031,0.917862177,0,0,0,59.40140915,0,0,0,0,0,0,0,0.468882918,0,0,0,0,0,0,0,2.297070026,0,0,0,0,0.214171469,0.381348342,0,0,158.5518799,0,0,0,0,0,0,7.153764248,1746.96936,2908.680664,48.20425034,4.976288319,0,984.3959961,99.0510025,75.73899841,89.40899658,127.2318573,16.10848427,-4.052735806,5.158854008,7
6298,533734.75,24,0,413.0817871,0,77.97833252,1.154249907,0,0,0,0,1.995673776,100.3500443,0.668653488,6.467437744,0.256131291,0,0,0,0,0,0,0.388174415,0,0,0,0,0,4.573606014,0.860208929,0,0,0,0,0.506590545,0.164750934,0,139.3683777,1.016940832,0,0,0.726982176,0.897206187,0,0.461594701,1578.595093,3125.490479,34.45683289,9.421334267,0.104898222,831.2089844,96.69000244,69.11499786,100.9830017,39.48344803,-85.9178009,-5.156655312,5.028347015,7
6299,533740,19,0,578.6824341,0,70.41620636,0,0,1.274798512,0,0,0.848793566,44.37078476,3.480048418,0,0,0,0,0,1.238791227,4.238132477,0,0,0,0,0,0,0,0.432654828,0,0,0,0,1.028873205,0,1.344335556,0,173.2217712,0.578061461,0,0,1.079116464,0.887379825,0,3.507141113,1664.574585,3028.267334,35.97445297,7.704686165,0.770213008,651.8790283,90.12400055,52,118.7149963,30.1420002,-0.608979762,-5.32049942,3.540939808,7
6300,533770.4375,18,0,494.4734802,0.713482797,56.59429169,0,0,0.365102589,0,0,1.75823307,92.36691284,3.156398296,2.008312941,0.05079386,0,0,0,0.680647314,3.468412161,0,0,0,0,0.852046251,0,0,0.652162552,0,0,0,0,4.935883045,0.729156613,0.53772676,0,248.0886078,3.013317585,0,0,0.448001087,0,0,0,1651.215454,3006.777344,31.56551743,1.712553263,0,646.5759888,96.85099792,51.78900146,74.20300293,-17.27964211,-73.22705841,-8.032361984,4.995813847,7
6301,534065.125,17,0,155.6777039,0,81.07107544,0,0,0,318.4554138,4.781796932,10.5703392,1.922843695,4.771867752,0.410843939,0,0,0,0,0,2.414872646,0,0,0,0,17.64195251,0.716240823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.67230988,2.467212439,0,1.566238046,1999.661865,3405.870361,42.31092834,7.497273445,0.774413824,657.1539917,92.27700043,46.52600098,75.41600037,-57.37397766,14.67218971,11.94238472,9.124336243,1
6302,534124,18,0,589.8122559,0.693347335,54.54782104,0.091590472,0,0,0.997444034,0.116698116,3.106842518,56.41336823,0.399002016,0,0,0,0,0,0,3.153043985,0,0,0,0,1.734103441,0,0,3.45243001,0,0,0,0,2.1409266,3.711205006,0,0,333.5565491,1.745419264,0,0,0.226559073,2.790973186,0.066843115,3.185249567,1521.125366,2975.13501,32.80515671,12.299963,0,653.71698,84.63800049,45.43500137,101.0780029,110.3050461,23.56421661,-6.634441376,6.672512531,7
6303,534309.375,18,0,495.7290955,2.124062538,48.920681,0.765977085,0.691774309,0,0,1.767977238,0.389252692,1.188580513,387.6038818,4.119856834,4.040368557,0.174372137,0,0,0,0.021465095,0,0,0,0,0,0,0,0,0.969189107,0,1.888864517,0,0,0,2.267557383,0.395286411,175.355484,0,0,0,0,3.419980764,0,0.007459618,1691.765625,3071.580078,32.72654724,11.97961044,0,623.8049927,99.53800201,53.34899902,71.52400208,-48.16934204,-70.81816101,-2.70584321,-12.36293697,9
6304,534450.5625,21,0,357.9036865,0,74.45284271,0,0,0,0,0,0,66.04824829,4.117990494,0.733705461,0.705434442,0,0,0,0,0,0,0,0,0,0,0,0,1.451235175,0,0,0,0,0,0,0.038027342,2.276265383,139.4115295,0,0,0,0,1.823547006,0,2.173123121,1638.636719,2907.519287,36.43699646,6.348014832,0,736.7639771,94.33100128,58.99200058,93.8789978,50.54773712,-57.75835419,-6.205279827,2.426444292,7
6305,534491.1875,20,0,357.1636353,1.998996019,105.1271591,0,1.254251361,0,3.066785097,0,3.989138842,106.8026581,8.019490242,1.119036436,4.639089584,0,0,0,0.61939615,0.512697875,0,0,0,0,0,0,0,0,0.756104529,0,0,0,0,0,0,0,137.3565674,2.449254513,0,0,0,0,0.514033198,0.59780395,1599.534302,3110.05127,32.3575592,10.90543652,1.367517233,711.4890137,93.45800018,55.39699936,82.68399811,-12.55744553,-30.99930191,-7.676267624,2.097989321,7
6306,534596.9375,19,0,435.036377,0.584916294,55.28664398,0,0,0,0,0,0.857850909,0.07008633,3.406695843,1.909017682,0,0,0,0,0,0,0,0,0,0.383650422,0,0,0,0,0,0,0,0,0,0,0,0,0.342108965,0,0,0,0.446037054,3.94324708,0,0.963245511,1879.040649,3173.55835,34.22244263,3.509720564,114.2825394,649.0460205,100.6399994,57.52700043,92.9940033,18.22788429,111.2113724,8.138476372,-6.041836739,4
6307,534763.4375,17,0,716.8830566,0,47.38208389,0,0,0,0,3.445764303,0,51.73675156,5.732129574,0.532605112,0,0,0,0,0,7.009522438,0,0,0,0,1.202780008,0,0,0,0,0,0,0,0,0.443214178,0,0,143.2984619,0,0.323864818,0,0.624344707,1.164222479,0.564448357,0,1587.283081,2595.201416,19.52365303,7.511814117,0,552.8950195,86.19499969,45.85400009,141.423996,23.7336483,-18.04867744,-6.887395859,1.943537593,7
